"path_id"	"full_path_length"	"testable_path_length"	"aberrational_genes"	"proportion_aberrational"	"proportion_of_cohort_w_aberrational_gene_in_path"	"Num_patient_with_aberrational_gene_.s._in_path"	"count_of_aberrational_genes_in_path_cross_cohort"	"max_in_one_gene"	"min_in_one_gene"	"hyperg_p_value"	"hyperg_p_w_FDR"
"Reversal of Alkylation Damage By DNA Dioxygenases"	"Reversal of Alkylation Damage By DNA Dioxygenases"	2	2	1	0.5	0.0175438596491228	1	1	1	0	0.0501917319040617	1
"SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion"	"SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion"	14	14	7	0.5	0.105263157894737	6	7	1	0	0.00505765087997079	0.557908089983761
"Scavenging by Class H Receptors"	"Scavenging by Class H Receptors"	4	4	2	0.5	0.0526315789473684	3	4	3	0	0.0374043019449743	1
"Sema3A PAK dependent Axon repulsion"	"Sema3A PAK dependent Axon repulsion"	16	16	8	0.5	0.140350877192982	8	8	1	0	0.00338338912548575	0.417365119887731
"Serotonin Neurotransmitter Release Cycle"	"Serotonin Neurotransmitter Release Cycle"	18	18	9	0.5	0.157894736842105	9	11	3	0	0.00226760852760965	0.329297278142137
"Signalling to ERK5"	"Signalling to ERK5"	2	2	1	0.5	0.0175438596491228	1	1	1	0	0.0501917319040617	1
"Sterols are 12-hydroxylated by CYP8B1"	"Sterols are 12-hydroxylated by CYP8B1"	2	2	1	0.5	0.0175438596491228	1	1	1	0	0.0501917319040617	1
"Stimulation of the cell death response by PAK-2p34"	"Stimulation of the cell death response by PAK-2p34"	2	2	1	0.5	0.0175438596491228	1	1	1	0	0.0501917319040617	1
"TET1,2,3 and TDG demethylate DNA"	"TET1,2,3 and TDG demethylate DNA"	4	4	2	0.5	0.0526315789473684	3	3	2	0	0.0374043019449743	1
"TWIK-related alkaline pH activated K+ channel (TALK)"	"TWIK-related alkaline pH activated K+ channel (TALK)"	2	2	1	0.5	0.0175438596491228	1	1	1	0	0.0501917319040617	1
"Toxicity of botulinum toxin type E (BoNT/E)"	"Toxicity of botulinum toxin type E (BoNT/E)"	4	4	2	0.5	0.0350877192982456	2	2	1	0	0.0374043019449743	1
"Transcription from mitochondrial promoters"	"Transcription from mitochondrial promoters"	4	4	2	0.5	0.0350877192982456	2	2	1	0	0.0374043019449743	1
"Transcriptional  activation of  cell cycle inhibitor p21"	"Transcriptional  activation of  cell cycle inhibitor p21"	2	2	1	0.5	0.0175438596491228	1	1	1	0	0.0501917319040617	1
"Transcriptional activation of p53 responsive genes"	"Transcriptional activation of p53 responsive genes"	2	2	1	0.5	0.0175438596491228	1	1	1	0	0.0501917319040617	1
"Transfer of LPS from LBP carrier to CD14"	"Transfer of LPS from LBP carrier to CD14"	2	2	1	0.5	0.0175438596491228	1	1	1	0	0.0501917319040617	1
"Translesion synthesis by Pol zeta"	"Translesion synthesis by Pol zeta"	2	2	1	0.5	0.0350877192982456	2	2	2	0	0.0501917319040617	1
"Activation of NMDA receptor upon glutamate binding and postsynaptic events"	"Activation of NMDA receptor upon glutamate binding and postsynaptic events"	39	39	19	0.487179487179487	0.280701754385965	16	24	3	0	7.24396760856116e-05	0.030779381336147
"CD28 dependent PI3K/Akt signaling"	"CD28 dependent PI3K/Akt signaling"	21	21	10	0.476190476190476	0.368421052631579	21	26	15	0	0.00255513129913454	0.344858906623639
"Non-integrin membrane-ECM interactions"	"Non-integrin membrane-ECM interactions"	42	42	20	0.476190476190476	0.350877192982456	20	29	3	0	7.75481502786057e-05	0.0317731711870769
"Acetylcholine Neurotransmitter Release Cycle"	"Acetylcholine Neurotransmitter Release Cycle"	17	17	8	0.470588235294118	0.140350877192982	8	10	3	0	0.0057731369376457	0.602096807692777
"PKA-mediated phosphorylation of CREB"	"PKA-mediated phosphorylation of CREB"	17	17	8	0.470588235294118	0.157894736842105	9	10	3	0	0.0057731369376457	0.602096807692777
"PLCG1 events in ERBB2 signaling"	"PLCG1 events in ERBB2 signaling"	34	34	16	0.470588235294118	0.333333333333333	19	23	3	0	0.000372092292771464	0.0956422178493967
"Ras activation uopn Ca2+ infux through NMDA receptor"	"Ras activation uopn Ca2+ infux through NMDA receptor"	17	17	8	0.470588235294118	0.12280701754386	7	8	1	0	0.0057731369376457	0.602096807692777
"CREB phosphorylation through the activation of CaMKII"	"CREB phosphorylation through the activation of CaMKII"	15	15	7	0.466666666666667	0.105263157894737	6	7	1	0	0.00872943189563791	0.758680987203249
"Constitutive Signaling by EGFRvIII"	"Constitutive Signaling by EGFRvIII"	15	15	7	0.466666666666667	0.333333333333333	19	23	15	0	0.00872943189563791	0.758680987203249
"Voltage gated Potassium channels"	"Voltage gated Potassium channels"	43	43	20	0.465116279069767	0.245614035087719	14	25	3	0	0.000119850886541095	0.044353378616502
"Ca-dependent events"	"Ca-dependent events"	28	28	13	0.464285714285714	0.298245614035088	17	20	3	0	0.00122214565851908	0.212433110739967
"NCAM1 interactions"	"NCAM1 interactions"	37	37	17	0.459459459459459	0.298245614035088	17	24	3	0	0.000387388196202432	0.0966130299657638
"Post NMDA receptor activation events"	"Post NMDA receptor activation events"	35	35	16	0.457142857142857	0.263157894736842	15	20	3	0	0.000573894748345682	0.126342531983961
"Condensation of Prometaphase Chromosomes"	"Condensation of Prometaphase Chromosomes"	11	11	5	0.454545454545455	0.12280701754386	7	7	2	0	0.0203053020574806	1
"EGFR interacts with phospholipase C-gamma"	"EGFR interacts with phospholipase C-gamma"	33	33	15	0.454545454545455	0.315789473684211	18	22	3	0	0.000851217207521571	0.158981027602435
"Synthesis of IP2, IP, and Ins in the cytosol"	"Synthesis of IP2, IP, and Ins in the cytosol"	11	11	5	0.454545454545455	0.105263157894737	6	6	2	0	0.0203053020574806	1
"PKMTs methylate histone lysines"	"PKMTs methylate histone lysines"	29	29	13	0.448275862068966	0.368421052631579	21	28	8	0	0.00188075024641399	0.291572498539445
"A third proteolytic cleavage releases NICD"	"A third proteolytic cleavage releases NICD"	9	9	4	0.444444444444444	0.175438596491228	10	11	5	0	0.0313504519050123	1
"Bicarbonate transporters"	"Bicarbonate transporters"	9	9	4	0.444444444444444	0.087719298245614	5	6	2	0	0.0313504519050123	1
"ERK2 activation"	"ERK2 activation"	9	9	4	0.444444444444444	0.087719298245614	5	6	3	0	0.0313504519050123	1
"Elevation of cytosolic Ca2+ levels"	"Elevation of cytosolic Ca2+ levels"	9	9	4	0.444444444444444	0.105263157894737	6	6	3	0	0.0313504519050123	1
"Integrin alphaIIb beta3 signaling"	"Integrin alphaIIb beta3 signaling"	27	27	12	0.444444444444444	0.245614035087719	14	15	3	0	0.00280288815002649	0.365310435994951
"Nef and signal transduction"	"Nef and signal transduction"	9	9	4	0.444444444444444	0.0701754385964912	4	4	1	0	0.0313504519050123	1
"Norepinephrine Neurotransmitter Release Cycle"	"Norepinephrine Neurotransmitter Release Cycle"	18	18	8	0.444444444444444	0.140350877192982	8	10	3	0	0.00927866534768174	0.788494909030979
"Role of Abl in Robo-Slit signaling"	"Role of Abl in Robo-Slit signaling"	9	9	4	0.444444444444444	0.12280701754386	7	7	2	0	0.0313504519050123	1
"Small interfering RNA (siRNA) biogenesis"	"Small interfering RNA (siRNA) biogenesis"	9	9	4	0.444444444444444	0.105263157894737	6	6	3	0	0.0313504519050123	1
"Sodium/Calcium exchangers"	"Sodium/Calcium exchangers"	9	9	4	0.444444444444444	0.0701754385964912	4	4	1	0	0.0313504519050123	1
"Sperm Motility And Taxes"	"Sperm Motility And Taxes"	9	9	4	0.444444444444444	0.0701754385964912	4	4	1	0	0.0313504519050123	1
"p75NTR regulates axonogenesis"	"p75NTR regulates axonogenesis"	9	9	4	0.444444444444444	0.0701754385964912	4	4	1	0	0.0313504519050123	1
"L1CAM interactions"	"L1CAM interactions"	97	97	43	0.443298969072165	0.491228070175439	28	60	3	0	3.99017802799051e-07	0.000381468057227848
"PLC beta mediated events"	"PLC beta mediated events"	43	43	19	0.441860465116279	0.368421052631579	21	28	3	0	0.000395909162129615	0.0966373128302885
"Synthesis of IP3 and IP4 in the cytosol"	"Synthesis of IP3 and IP4 in the cytosol"	25	25	11	0.44	0.228070175438596	13	14	4	0	0.00418596464674104	0.48496327650539
"TRP channels"	"TRP channels"	25	25	11	0.44	0.192982456140351	11	15	2	0	0.00418596464674104	0.48496327650539
"O-glycosylation of TSR domain-containing proteins"	"O-glycosylation of TSR domain-containing proteins"	39	39	17	0.435897435897436	0.245614035087719	14	23	3	0	0.000859191236190382	0.158981027602435
"HDMs demethylate histones"	"HDMs demethylate histones"	23	23	10	0.434782608695652	0.210526315789474	12	17	3	0	0.0062669679359032	0.604167920829135
"G-protein mediated events"	"G-protein mediated events"	44	44	19	0.431818181818182	0.368421052631579	21	28	3	0	0.000574721289767655	0.126342531983961
"Activation of Rac"	"Activation of Rac"	14	14	6	0.428571428571429	0.12280701754386	7	8	2	0	0.0214804083646076	1
"Glycogen breakdown (glycogenolysis)"	"Glycogen breakdown (glycogenolysis)"	14	14	6	0.428571428571429	0.105263157894737	6	6	1	0	0.0214804083646076	1
"Highly sodium permeable acetylcholine nicotinic receptors"	"Highly sodium permeable acetylcholine nicotinic receptors"	7	7	3	0.428571428571429	0.0526315789473684	3	3	1	0	0.0490055209946486	1
"Mitotic Telophase/Cytokinesis"	"Mitotic Telophase/Cytokinesis"	14	14	6	0.428571428571429	0.140350877192982	8	8	3	0	0.0214804083646076	1
"NCAM signaling for neurite out-growth"	"NCAM signaling for neurite out-growth"	70	70	30	0.428571428571429	0.403508771929825	23	42	3	0	3.65963020411142e-05	0.0167936209082415
"Netrin-1 signaling"	"Netrin-1 signaling"	42	42	18	0.428571428571429	0.333333333333333	19	25	3	0	0.000843749770939928	0.158981027602435
"NrCAM interactions"	"NrCAM interactions"	7	7	3	0.428571428571429	0.105263157894737	6	6	2	0	0.0490055209946486	1
"Signal transduction by L1"	"Signal transduction by L1"	21	21	9	0.428571428571429	0.192982456140351	11	12	3	0	0.0094099671588882	0.793773050644625
"Terminal pathway of complement"	"Terminal pathway of complement"	7	7	3	0.428571428571429	0.0701754385964912	4	5	3	0	0.0490055209946486	1
"CaM pathway"	"CaM pathway"	26	26	11	0.423076923076923	0.228070175438596	13	15	3	0	0.00621124562440789	0.603870545995247
"Calmodulin induced events"	"Calmodulin induced events"	26	26	11	0.423076923076923	0.228070175438596	13	15	3	0	0.00621124562440789	0.603870545995247
"Fertilization"	"Fertilization"	26	26	11	0.423076923076923	0.210526315789474	12	13	2	0	0.00621124562440789	0.603870545995247
"Reproduction"	"Reproduction"	26	26	11	0.423076923076923	0.210526315789474	12	13	2	0	0.00621124562440789	0.603870545995247
"Collagen biosynthesis and modifying enzymes"	"Collagen biosynthesis and modifying enzymes"	64	64	27	0.421875	0.315789473684211	18	33	3	0	0.000111965801883773	0.0428165125675568
"Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants"	"Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants"	19	19	8	0.421052631578947	0.333333333333333	19	24	15	0	0.0141787613844924	1
"Platelet calcium homeostasis"	"Platelet calcium homeostasis"	19	19	8	0.421052631578947	0.140350877192982	8	10	3	0	0.0141787613844924	1
"Signaling by FGFR1 fusion mutants"	"Signaling by FGFR1 fusion mutants"	19	19	8	0.421052631578947	0.368421052631579	21	26	15	0	0.0141787613844924	1
"DAG and IP3 signaling"	"DAG and IP3 signaling"	31	31	13	0.419354838709677	0.280701754385965	16	19	3	0	0.00407957528790126	0.482492279939906
"ERK activation"	"ERK activation"	12	12	5	0.416666666666667	0.105263157894737	6	7	3	0	0.0330360927684101	1
"ERKs are inactivated"	"ERKs are inactivated"	12	12	5	0.416666666666667	0.105263157894737	6	7	3	0	0.0330360927684101	1
"Eicosanoids"	"Eicosanoids"	12	12	5	0.416666666666667	0.105263157894737	6	6	2	0	0.0330360927684101	1
"REV-ERBA represses gene expression"	"REV-ERBA represses gene expression"	24	24	10	0.416666666666667	0.280701754385965	16	21	8	0	0.00926330472033454	0.788494909030979
"Regulation of Glucokinase by Glucokinase Regulatory Protein"	"Regulation of Glucokinase by Glucokinase Regulatory Protein"	29	29	12	0.413793103448276	0.140350877192982	8	13	2	0	0.006035208193788	0.603870545995247
"EPHA-mediated growth cone collapse"	"EPHA-mediated growth cone collapse"	34	34	14	0.411764705882353	0.280701754385965	16	23	4	0	0.00393125092263635	0.469793152527743
"VEGFA-VEGFR2 Pathway"	"VEGFA-VEGFR2 Pathway"	105	105	43	0.40952380952381	0.543859649122807	31	69	15	0	5.51200975729138e-06	0.00365230617381266
"CREB phosphorylation through the activation of Ras"	"CREB phosphorylation through the activation of Ras"	27	27	11	0.407407407407407	0.175438596491228	10	13	3	0	0.0089379316039131	0.770961226267656
"Abacavir transmembrane transport"	"Abacavir transmembrane transport"	5	5	2	0.4	0.0350877192982456	2	2	1	0	0.078025807954748	1
"Acetylcholine regulates insulin secretion"	"Acetylcholine regulates insulin secretion"	10	10	4	0.4	0.12280701754386	7	7	3	0	0.0513397862645559	1
"Dopamine receptors"	"Dopamine receptors"	5	5	2	0.4	0.0350877192982456	2	2	1	0	0.078025807954748	1
"FasL/ CD95L signaling"	"FasL/ CD95L signaling"	5	5	2	0.4	0.0350877192982456	2	2	1	0	0.078025807954748	1
"G alpha (12/13) signalling events"	"G alpha (12/13) signalling events"	75	75	30	0.4	0.473684210526316	27	50	15	0	0.000176988283648094	0.0601567782088266
"GRB7 events in ERBB2 signaling"	"GRB7 events in ERBB2 signaling"	5	5	2	0.4	0.0350877192982456	2	2	1	0	0.078025807954748	1
"Interaction With The Zona Pellucida"	"Interaction With The Zona Pellucida"	10	10	4	0.4	0.105263157894737	6	6	2	0	0.0513397862645559	1
"LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production"	"LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production"	5	5	2	0.4	0.175438596491228	10	10	8	0	0.078025807954748	1
"N-glycan trimming and elongation in the cis-Golgi"	"N-glycan trimming and elongation in the cis-Golgi"	5	5	2	0.4	0.0350877192982456	2	2	1	0	0.078025807954748	1
"Nicotinamide salvaging"	"Nicotinamide salvaging"	5	5	2	0.4	0.0350877192982456	2	2	1	0	0.078025807954748	1
"Purine catabolism"	"Purine catabolism"	10	10	4	0.4	0.0701754385964912	4	4	1	0	0.0513397862645559	1
"RORA activates circadian gene expression"	"RORA activates circadian gene expression"	25	25	10	0.4	0.280701754385965	16	21	8	0	0.0132526433495866	0.968389359608265
"Reduction of cytosolic Ca++ levels"	"Reduction of cytosolic Ca++ levels"	10	10	4	0.4	0.0526315789473684	3	4	1	0	0.0513397862645559	1
"Regulation of innate immune responses to cytosolic DNA"	"Regulation of innate immune responses to cytosolic DNA"	15	15	6	0.4	0.105263157894737	6	7	2	0	0.0326375127749561	1
"Sodium-coupled sulphate, di- and tri-carboxylate transporters"	"Sodium-coupled sulphate, di- and tri-carboxylate transporters"	5	5	2	0.4	0.0350877192982456	2	3	2	0	0.078025807954748	1
"Sperm:Oocyte Membrane Binding"	"Sperm:Oocyte Membrane Binding"	5	5	2	0.4	0.0350877192982456	2	2	1	0	0.078025807954748	1
"Vitamin B2 (riboflavin) metabolism"	"Vitamin B2 (riboflavin) metabolism"	5	5	2	0.4	0.0350877192982456	2	2	1	0	0.078025807954748	1
"Collagen formation"	"Collagen formation"	86	86	34	0.395348837209302	0.403508771929825	23	51	5	0	0.000100914493002646	0.0399211180175107
