"path_id"	"full_path_length.x"	"testable_path_length.x"	"drug_targeted_genes"	"proportion_drug_targeted"	"full_path_length.y"	"testable_path_length.y"	"aberrational_genes"	"proportion_aberrational"	"proportion_of_cohort_w_aberrational_gene_in_path"	"Num_patient_with_aberrational_gene_.s._in_path"	"count_of_aberrational_genes_in_path_cross_cohort"	"max_in_one_gene"	"min_in_one_gene"	"hyperg_p_value"	"hyperg_p_w_FDR"
"558"	"Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell"	140	140	18	0.128571428571429	140	140	72	0.514285714285714	0.593220338983051	70	128	7	0	0.00559487685022186	0.632451108990074
"629"	"Transmission across Chemical Synapses"	201	201	22	0.109452736318408	201	201	100	0.497512437810945	0.652542372881356	77	180	7	0	0.00559543245702532	0.632451108990074
"471"	"Effects of PIP2 hydrolysis"	25	25	4	0.16	25	25	16	0.64	0.23728813559322	28	31	4	0	0.00621942863979941	0.69042809020217
"842"	"TRP channels"	25	25	1	0.04	25	25	16	0.64	0.23728813559322	28	33	5	0	0.00621942863979941	0.69042809020217
"211"	"Integrin alphaIIb beta3 signaling"	27	27	8	0.296296296296296	27	27	17	0.62962962962963	0.254237288135593	30	37	6	0	0.00671053614326123	0.738354221450017
"107"	"Signaling by VEGF"	113	113	44	0.389380530973451	113	113	59	0.52212389380531	0.567796610169492	67	123	20	0	0.0069082064133692	0.753436126118898
"407"	"DAG and IP3 signaling"	31	31	6	0.193548387096774	31	31	19	0.612903225806452	0.288135593220339	34	40	7	0	0.00747203393241636	0.798352678550258
"360"	"PLC-gamma1 signalling"	33	33	7	0.212121212121212	33	33	20	0.606060606060606	0.296610169491525	35	41	7	0	0.00775393598119933	0.816444297781761
"874"	"Cell death signalling via NRAGE, NRIF and NADE"	61	61	2	0.0327868852459016	61	61	34	0.557377049180328	0.364406779661017	43	66	6	0	0.00781425421490534	0.816444297781761
"550"	"BMAL1:CLOCK,NPAS2 activates circadian gene expression"	37	37	5	0.135135135135135	37	37	22	0.594594594594595	0.296610169491525	35	45	7	0	0.00815036322134355	0.844465095319626
"900"	"Elastic fibre formation"	41	41	1	0.024390243902439	41	41	24	0.585365853658537	0.313559322033898	37	44	5	0	0.00836153254960204	0.857123167762888
"821"	"Voltage gated Potassium channels"	43	43	2	0.0465116279069767	43	43	25	0.581395348837209	0.305084745762712	36	43	4	0	0.00841040827829542	0.857123167762888
"251"	"Signaling by FGFR in disease"	177	177	49	0.27683615819209	177	177	88	0.497175141242938	0.720338983050847	85	185	20	0	0.00872871718543289	0.879533708820505
"492"	"Syndecan interactions"	20	20	3	0.15	20	20	13	0.65	0.11864406779661	14	17	4	0	0.00884252947027431	0.879533708820505
"486"	"Platelet Adhesion to exposed collagen"	13	13	2	0.153846153846154	13	13	9	0.692307692307692	0.101694915254237	12	14	3	0	0.0100042026397618	0.979410475783588
"365"	"Loss of Nlp from mitotic centrosomes"	62	62	13	0.209677419354839	62	62	34	0.548387096774194	0.364406779661017	43	59	5	0	0.0109283460055029	1
"366"	"Loss of proteins required for interphase microtubule organization from the centrosome"	62	62	13	0.209677419354839	62	62	34	0.548387096774194	0.364406779661017	43	59	5	0	0.0109283460055029	1
"91"	"GRB7 events in ERBB2 signaling"	5	5	2	0.4	5	5	4	0.8	0.0338983050847458	4	4	1	0	0.0119249161743226	1
"94"	"NGF-independant TRKA activation"	5	5	2	0.4	5	5	4	0.8	0.0338983050847458	4	4	1	0	0.0119249161743226	1
"395"	"S6K1 signalling"	5	5	1	0.2	5	5	4	0.8	0.0508474576271186	6	6	3	0	0.0119249161743226	1
"400"	"Signaling by FGFR1 mutants"	30	30	6	0.2	30	30	18	0.6	0.38135593220339	45	51	20	0	0.0119940494192801	1
"55"	"Recycling of bile acids and salts"	15	15	7	0.466666666666667	15	15	10	0.666666666666667	0.101694915254237	12	12	2	0	0.0121449442923864	1
"839"	"G alpha (12/13) signalling events"	75	75	3	0.04	75	75	40	0.533333333333333	0.491525423728814	58	94	20	0	0.0126599146419971	1
"679"	"Netrin-1 signaling"	42	42	4	0.0952380952380952	42	42	24	0.571428571428571	0.372881355932203	44	59	8	0	0.0126685216932922	1
"99"	"VEGFA-VEGFR2 Pathway"	105	105	42	0.4	105	105	54	0.514285714285714	0.542372881355932	64	116	20	0	0.0133025235382868	1
"598"	"PKA activation in glucagon signalling"	17	17	2	0.117647058823529	17	17	11	0.647058823529412	0.186440677966102	22	24	7	0	0.0139276474267511	1
"97"	"Role of DCC in regulating apoptosis"	10	10	4	0.4	10	10	7	0.7	0.11864406779661	14	14	8	0	0.0151470867521617	1
"205"	"Netrin mediated repulsion signals"	10	10	3	0.3	10	10	7	0.7	0.152542372881356	18	20	8	0	0.0151470867521617	1
"497"	"Circadian Clock"	55	55	8	0.145454545454545	55	55	30	0.545454545454545	0.355932203389831	42	59	7	0	0.016559273131433	1
"628"	"Hemostasis"	497	497	55	0.110663983903421	497	497	227	0.456740442655936	0.991525423728814	117	533	87	0	0.0173982224439142	1
"555"	"Double-Strand Break Repair"	23	23	3	0.130434782608696	23	23	14	0.608695652173913	0.186440677966102	22	26	5	0	0.0174346066012245	1
"227"	"Downstream signal transduction"	161	161	46	0.285714285714286	161	161	79	0.490683229813665	0.694915254237288	82	173	20	0	0.0176420291933375	1
"367"	"Centrosome maturation"	72	72	15	0.208333333333333	72	72	38	0.527777777777778	0.38135593220339	45	66	5	0	0.017821623852991	1
"371"	"Recruitment of mitotic centrosome proteins and complexes"	72	72	15	0.208333333333333	72	72	38	0.527777777777778	0.38135593220339	45	66	5	0	0.017821623852991	1
"472"	"RORA activates circadian gene expression"	25	25	4	0.16	25	25	15	0.6	0.254237288135593	30	38	7	0	0.0181159713046327	1
"719"	"Nitric oxide stimulates guanylate cyclase"	25	25	2	0.08	25	25	15	0.6	0.152542372881356	18	22	5	0	0.0181159713046327	1
"809"	"GPCR downstream signaling"	966	966	46	0.0476190476190476	966	966	428	0.443064182194617	0.923728813559322	109	700	20	0	0.0181659151333401	1
"399"	"Signaling by FGFR mutants"	45	45	9	0.2	45	45	25	0.555555555555556	0.466101694915254	55	65	20	0	0.0183026648419538	1
"696"	"Assembly of the primary cilium"	179	179	16	0.0893854748603352	179	179	87	0.486033519553073	0.635593220338983	75	146	6	0	0.0184344847123799	1
"212"	"Recycling pathway of L1"	27	27	8	0.296296296296296	27	27	16	0.592592592592593	0.169491525423729	20	23	4	0	0.0186111989723836	1
"858"	"Meiosis"	85	85	3	0.0352941176470588	85	85	44	0.517647058823529	0.508474576271186	60	93	18	0	0.0189333613421379	1
"36"	"PECAM1 interactions"	12	12	6	0.5	12	12	8	0.666666666666667	0.076271186440678	9	10	2	0	0.0190477830311928	1
"258"	"Synthesis of PIPs at the plasma membrane"	33	33	9	0.272727272727273	33	33	19	0.575757575757576	0.364406779661017	43	54	20	0	0.0192471967275912	1
"753"	"Translocation of GLUT4 to the plasma membrane"	60	60	4	0.0666666666666667	60	60	32	0.533333333333333	0.398305084745763	47	68	6	0	0.0214204170768145	1
"140"	"Activation of Rac"	14	14	5	0.357142857142857	14	14	9	0.642857142857143	0.211864406779661	25	29	8	0	0.0221150383260682	1
"353"	"DCC mediated attractive signaling"	14	14	3	0.214285714285714	14	14	9	0.642857142857143	0.161016949152542	19	21	8	0	0.0221150383260682	1
"356"	"SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion"	14	14	3	0.214285714285714	14	14	9	0.642857142857143	0.186440677966102	22	27	6	0	0.0221150383260682	1
"8"	"CREB phosphorylation"	7	7	5	0.714285714285714	7	7	5	0.714285714285714	0.0423728813559322	5	5	1	0	0.0222521303436256	1
"380"	"Phospholipase C-mediated cascade"	54	54	11	0.203703703703704	54	54	29	0.537037037037037	0.372881355932203	44	54	7	0	0.023329952827609	1
"570"	"PKA activation"	16	16	2	0.125	16	16	10	0.625	0.169491525423729	20	22	7	0	0.0244687973954694	1
"765"	"Trafficking of GluR2-containing AMPA receptors"	16	16	1	0.0625	16	16	10	0.625	0.127118644067797	15	16	3	0	0.0244687973954694	1
"215"	"Signaling by ERBB2"	163	163	48	0.294478527607362	163	163	79	0.484662576687117	0.669491525423729	79	167	20	0	0.0249099583464045	1
"340"	"Tie2 Signaling"	18	18	4	0.222222222222222	18	18	11	0.611111111111111	0.296610169491525	35	39	20	0	0.026232808679745	1
"441"	"Activation of SMO"	18	18	3	0.166666666666667	18	18	11	0.611111111111111	0.127118644067797	15	16	2	0	0.026232808679745	1
"626"	"Synthesis of PIPs at the Golgi membrane"	18	18	2	0.111111111111111	18	18	11	0.611111111111111	0.135593220338983	16	18	5	0	0.026232808679745	1
"293"	"Signaling by EGFR"	179	179	46	0.256983240223464	179	179	86	0.480446927374302	0.703389830508475	83	177	20	0	0.0264695098273917	1
"294"	"Signaling by Overexpressed Wild-Type EGFR in Cancer"	179	179	46	0.256983240223464	179	179	86	0.480446927374302	0.703389830508475	83	177	20	0	0.0264695098273917	1
"58"	"CTLA4 inhibitory signaling"	22	22	10	0.454545454545455	22	22	13	0.590909090909091	0.135593220338983	16	17	2	0	0.0284099966757224	1
"5"	"AKT-mediated inactivation of FOXO1A"	4	4	3	0.75	4	4	3	0.75	0.0423728813559322	5	5	2	0	0.0289285418770859	1
"305"	"Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes"	4	4	1	0.25	4	4	3	0.75	0.0338983050847458	4	4	2	0	0.0289285418770859	1
"306"	"Processing of DNA ends prior to end rejoining"	4	4	1	0.25	4	4	3	0.75	0.0677966101694915	8	8	5	0	0.0289285418770859	1
"458"	"REV-ERBA represses gene expression"	24	24	4	0.166666666666667	24	24	14	0.583333333333333	0.245762711864407	29	36	7	0	0.0289886442713665	1
"480"	"Anchoring of the basal body to the plasma membrane"	89	89	14	0.157303370786517	89	89	45	0.50561797752809	0.440677966101695	52	78	5	0	0.0292866657647484	1
"408"	"CaM pathway"	26	26	5	0.192307692307692	26	26	15	0.576923076923077	0.228813559322034	27	31	7	0	0.0293124229233472	1
"409"	"Calmodulin induced events"	26	26	5	0.192307692307692	26	26	15	0.576923076923077	0.228813559322034	27	31	7	0	0.0293124229233472	1
"725"	"EGFR downregulation"	26	26	2	0.0769230769230769	26	26	15	0.576923076923077	0.169491525423729	20	22	3	0	0.0293124229233472	1
"727"	"Ligand-gated ion channel transport"	26	26	2	0.0769230769230769	26	26	15	0.576923076923077	0.203389830508475	24	30	5	0	0.0293124229233472	1
"447"	"Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity"	30	30	5	0.166666666666667	30	30	17	0.566666666666667	0.177966101694915	21	25	3	0	0.0293812952818298	1
"466"	"Trafficking of AMPA receptors"	30	30	5	0.166666666666667	30	30	17	0.566666666666667	0.177966101694915	21	25	3	0	0.0293812952818298	1
"63"	"Nef and signal transduction"	9	9	4	0.444444444444444	9	9	6	0.666666666666667	0.144067796610169	17	18	6	0	0.029965767152119	1
"174"	"Regulation of gene expression by Hypoxia-inducible Factor"	9	9	3	0.333333333333333	9	9	6	0.666666666666667	0.144067796610169	17	18	7	0	0.029965767152119	1
"338"	"S6K1-mediated signalling"	9	9	2	0.222222222222222	9	9	6	0.666666666666667	0.0847457627118644	10	10	3	0	0.029965767152119	1
"221"	"Signaling by FGFR"	162	162	47	0.290123456790123	162	162	78	0.481481481481481	0.669491525423729	79	165	20	0	0.0304835978099591	1
"214"	"Downstream signaling of activated FGFR"	149	149	44	0.295302013422819	149	149	72	0.483221476510067	0.669491525423729	79	158	20	0	0.0324887651451737	1
"406"	"PI Metabolism"	51	51	10	0.196078431372549	51	51	27	0.529411764705882	0.406779661016949	48	67	20	0	0.0334972339486861	1
"798"	"Platelet homeostasis"	79	79	4	0.0506329113924051	79	79	40	0.506329113924051	0.415254237288136	49	67	6	0	0.0354013778477573	1
"426"	"mTORC1-mediated signalling"	11	11	2	0.181818181818182	11	11	7	0.636363636363636	0.0932203389830508	11	11	3	0	0.0355055152769685	1
"694"	"Tryptophan catabolism"	11	11	1	0.0909090909090909	11	11	7	0.636363636363636	0.0847457627118644	10	10	3	0	0.0355055152769685	1
"289"	"Signaling by EGFR in Cancer"	181	181	47	0.259668508287293	181	181	86	0.475138121546961	0.703389830508475	83	177	20	0	0.0358955890447645	1
"290"	"Signaling by EGFRvIII in Cancer"	181	181	47	0.259668508287293	181	181	86	0.475138121546961	0.703389830508475	83	177	20	0	0.0358955890447645	1
"291"	"Signaling by Ligand-Responsive EGFR Variants in Cancer"	181	181	47	0.259668508287293	181	181	86	0.475138121546961	0.703389830508475	83	177	20	0	0.0358955890447645	1
"75"	"Interleukin-3, 5 and GM-CSF signaling"	45	45	19	0.422222222222222	45	45	24	0.533333333333333	0.389830508474576	46	58	20	0	0.0366529582076582	1
"927"	"Potassium Channels"	99	99	2	0.0202020202020202	99	99	49	0.494949494949495	0.457627118644068	54	79	4	0	0.0383427149628053	1
"111"	"Downregulation of ERBB2:ERBB3 signaling"	13	13	5	0.384615384615385	13	13	8	0.615384615384615	0.101694915254237	12	12	2	0	0.039395838911913	1
"846"	"SLC-mediated transmembrane transport"	259	259	10	0.0386100386100386	259	259	120	0.463320463320463	0.728813559322034	86	184	5	0	0.0402714363129848	1
"312"	"Platelet Aggregation (Plug Formation)"	37	37	9	0.243243243243243	37	37	20	0.540540540540541	0.288135593220339	34	41	6	0	0.0408141706172975	1
"770"	"Response to elevated platelet cytosolic Ca2+"	84	84	5	0.0595238095238095	84	84	42	0.5	0.576271186440678	68	118	47	0	0.0409635757860343	1
"282"	"Constitutive Signaling by EGFRvIII"	15	15	4	0.266666666666667	15	15	9	0.6	0.296610169491525	35	39	20	0	0.0420552263934316	1
"595"	"Homologous Recombination Repair"	17	17	2	0.117647058823529	17	17	10	0.588235294117647	0.135593220338983	16	17	4	0	0.0437942390047863	1
"596"	"Homologous recombination repair of replication-independent double-strand breaks"	17	17	2	0.117647058823529	17	17	10	0.588235294117647	0.135593220338983	16	17	4	0	0.0437942390047863	1
"599"	"PKA-mediated phosphorylation of CREB"	17	17	2	0.117647058823529	17	17	10	0.588235294117647	0.169491525423729	20	22	7	0	0.0437942390047863	1
"429"	"Platelet activation, signaling and aggregation"	221	221	39	0.176470588235294	221	221	103	0.46606334841629	0.745762711864407	88	234	47	0	0.0442026747321639	1
"362"	"Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants"	19	19	4	0.210526315789474	19	19	11	0.578947368421053	0.322033898305085	38	42	20	0	0.0448405233920561	1
"851"	"Kinesins"	27	27	1	0.037037037037037	27	27	15	0.555555555555556	0.23728813559322	28	30	4	0	0.0448778395792944	1
"49"	"Signal transduction by L1"	21	21	10	0.476190476190476	21	21	12	0.571428571428571	0.144067796610169	17	20	5	0	0.0453617786544952	1
"2"	"RSK activation"	6	6	6	1	6	6	4	0.666666666666667	0.0338983050847458	4	4	1	0	0.0469756630989804	1
"161"	"Activation of TRKA receptors"	6	6	2	0.333333333333333	6	6	4	0.666666666666667	0.0338983050847458	4	4	1	0	0.0469756630989804	1
"169"	"Klotho-mediated ligand binding"	6	6	2	0.333333333333333	6	6	4	0.666666666666667	0.0508474576271186	6	6	2	0	0.0469756630989804	1
"454"	"Nonhomologous End-joining (NHEJ)"	6	6	1	0.166666666666667	6	6	4	0.666666666666667	0.076271186440678	9	9	5	0	0.0469756630989804	1
"224"	"NGF signalling via TRKA from the plasma membrane"	206	206	59	0.286407766990291	206	206	96	0.466019417475728	0.694915254237288	82	193	20	0	0.0497665484085748	1
"368"	"FBXW7 Mutants and NOTCH1 in Cancer"	72	72	15	0.208333333333333	72	72	36	0.5	0.449152542372881	53	89	23	0	0.0518753142262572	1
"373"	"Signaling by NOTCH1"	72	72	15	0.208333333333333	72	72	36	0.5	0.449152542372881	53	89	23	0	0.0518753142262572	1
"374"	"Signaling by NOTCH1 HD Domain Mutants in Cancer"	72	72	15	0.208333333333333	72	72	36	0.5	0.449152542372881	53	89	23	0	0.0518753142262572	1
"375"	"Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer"	72	72	15	0.208333333333333	72	72	36	0.5	0.449152542372881	53	89	23	0	0.0518753142262572	1
"376"	"Signaling by NOTCH1 PEST Domain Mutants in Cancer"	72	72	15	0.208333333333333	72	72	36	0.5	0.449152542372881	53	89	23	0	0.0518753142262572	1
"377"	"Signaling by NOTCH1 in Cancer"	72	72	15	0.208333333333333	72	72	36	0.5	0.449152542372881	53	89	23	0	0.0518753142262572	1
"378"	"Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant"	72	72	15	0.208333333333333	72	72	36	0.5	0.449152542372881	53	89	23	0	0.0518753142262572	1
"859"	"Pre-NOTCH Expression and Processing"	57	57	2	0.0350877192982456	57	57	29	0.508771929824561	0.864406779661017	102	167	87	0	0.0539103503553848	1
"562"	"Activation of gene expression by SREBF (SREBP)"	40	40	5	0.125	40	40	21	0.525	0.305084745762712	36	42	7	0	0.054741840266006	1
"563"	"ChREBP activates metabolic gene expression"	8	8	1	0.125	8	8	5	0.625	0.0932203389830508	11	12	6	0	0.0579251657679802	1
"577"	"Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)"	8	8	1	0.125	8	8	5	0.625	0.0593220338983051	7	7	2	0	0.0579251657679802	1
"51"	"CD28 co-stimulation"	32	32	15	0.46875	32	32	17	0.53125	0.347457627118644	41	49	20	0	0.0619848655010995	1
"69"	"GPVI-mediated activation cascade"	49	49	21	0.428571428571429	49	49	25	0.510204081632653	0.38135593220339	45	61	20	0	0.0628573260736398	1
"834"	"Chromatin modifying enzymes"	208	208	9	0.0432692307692308	208	208	96	0.461538461538462	0.686440677966102	81	196	15	0	0.0639023436564432	1
"835"	"Chromatin organization"	208	208	9	0.0432692307692308	208	208	96	0.461538461538462	0.686440677966102	81	196	15	0	0.0639023436564432	1
"767"	"Signaling by GPCR"	1078	1078	66	0.0612244897959184	1078	1078	467	0.433209647495362	0.940677966101695	111	757	20	0	0.0642340123020917	1
"777"	"Integration of energy metabolism"	104	104	6	0.0576923076923077	104	104	50	0.480769230769231	0.491525423728814	58	89	7	0	0.0645240859618618	1
"389"	"GP1b-IX-V activation signalling"	10	10	2	0.2	10	10	6	0.6	0.101694915254237	12	13	4	0	0.0645426880853528	1
"208"	"NOTCH1 Intracellular Domain Regulates Transcription"	47	47	14	0.297872340425532	47	47	24	0.51063829787234	0.415254237288136	49	74	23	0	0.0653135302688947	1
"352"	"Ca-dependent events"	28	28	6	0.214285714285714	28	28	15	0.535714285714286	0.228813559322034	27	31	7	0	0.0654747914983029	1
"541"	"Signaling by NOTCH"	122	122	17	0.139344262295082	122	122	58	0.475409836065574	0.889830508474576	105	212	87	0	0.0655694144578712	1
"419"	"Cytochrome P450 - arranged by substrate type"	60	60	11	0.183333333333333	60	60	30	0.5	0.271186440677966	32	42	4	0	0.0659645087481483	1
"31"	"CD28 dependent Vav1 pathway"	12	12	6	0.5	12	12	7	0.583333333333333	0.110169491525424	13	13	5	0	0.0684209797685198	1
"452"	"Inhibition of replication initiation of damaged DNA by RB1/E2F1"	12	12	2	0.166666666666667	12	12	7	0.583333333333333	0.0593220338983051	7	7	1	0	0.0684209797685198	1
"431"	"Regulation of PLK1 Activity at G2/M Transition"	80	80	14	0.175	80	80	39	0.4875	0.449152542372881	53	73	9	0	0.0697504189048821	1
"332"	"Extrinsic Pathway"	22	22	5	0.227272727272727	22	22	12	0.545454545454545	0.254237288135593	30	31	12	0	0.0698476859571671	1
"929"	"Glycogen storage diseases"	257	257	5	0.0194552529182879	257	257	117	0.455252918287938	0.745762711864407	88	216	12	0	0.0699396822422496	1
"930"	"Metabolism of carbohydrates"	257	257	5	0.0194552529182879	257	257	117	0.455252918287938	0.745762711864407	88	216	12	0	0.0699396822422496	1
"931"	"Myoclonic epilepsy of Lafora"	257	257	5	0.0194552529182879	257	257	117	0.455252918287938	0.745762711864407	88	216	12	0	0.0699396822422496	1
"166"	"GABA A (rho) receptor activation"	3	3	1	0.333333333333333	3	3	2	0.666666666666667	0.0169491525423729	2	2	1	0	0.0701643616656317	1
"170"	"Oxygen-dependent asparagine hydroxylation of Hypoxia-inducible Factor Alpha"	3	3	1	0.333333333333333	3	3	2	0.666666666666667	0.0169491525423729	2	2	1	0	0.0701643616656317	1
"176"	"Signalling to STAT3"	3	3	1	0.333333333333333	3	3	2	0.666666666666667	0.0254237288135593	3	3	2	0	0.0701643616656317	1
"401"	"Signaling by Hippo"	20	20	4	0.2	20	20	11	0.55	0.11864406779661	14	17	3	0	0.070827033014918	1
"404"	"Xenobiotics"	20	20	4	0.2	20	20	11	0.55	0.0932203389830508	11	12	2	0	0.070827033014918	1
"16"	"Regulation of KIT signaling"	16	16	9	0.5625	16	16	9	0.5625	0.0847457627118644	10	11	2	0	0.0713659413900354	1
"298"	"CRMPs in Sema3A signaling"	16	16	4	0.25	16	16	9	0.5625	0.161016949152542	19	20	6	0	0.0713659413900354	1
"417"	"TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)"	16	16	3	0.1875	16	16	9	0.5625	0.0932203389830508	11	11	2	0	0.0713659413900354	1
"38"	"Regulation of signaling by CBL"	18	18	9	0.5	18	18	10	0.555555555555556	0.228813559322034	27	31	20	0	0.071390772372708	1
"622"	"Norepinephrine Neurotransmitter Release Cycle"	18	18	2	0.111111111111111	18	18	10	0.555555555555556	0.161016949152542	19	24	5	0	0.071390772372708	1
"627"	"cGMP effects"	18	18	2	0.111111111111111	18	18	10	0.555555555555556	0.110169491525424	13	17	5	0	0.071390772372708	1
"720"	"Degradation of the extracellular matrix"	89	89	7	0.0786516853932584	89	89	43	0.48314606741573	0.415254237288136	49	72	6	0	0.0715832998819402	1
"80"	"Activation of NMDA receptor upon glutamate binding and postsynaptic events"	39	39	16	0.41025641025641	39	39	20	0.512820512820513	0.322033898305085	38	48	7	0	0.0760733812527954	1
"430"	"G2/M Transition"	114	114	20	0.175438596491228	114	114	54	0.473684210526316	0.533898305084746	63	99	9	0	0.0766826693049816	1
"700"	"Orphan transporters"	114	114	10	0.087719298245614	114	114	54	0.473684210526316	0.516949152542373	61	100	7	0	0.0766826693049816	1
"195"	"EPH-Ephrin signaling"	94	94	29	0.308510638297872	94	94	45	0.478723404255319	0.567796610169492	67	114	8	0	0.0788988758476934	1
"383"	"Bile acid and bile salt metabolism"	35	35	7	0.2	35	35	18	0.514285714285714	0.169491525423729	20	24	3	0	0.0820178634804521	1
"156"	"Signaling by SCF-KIT"	144	144	49	0.340277777777778	144	144	67	0.465277777777778	0.661016949152542	78	142	20	0	0.0837946436179151	1
