"path_id"	"full_path_length.x"	"testable_path_length.x"	"drug_targeted_genes"	"proportion_drug_targeted"	"full_path_length.y"	"testable_path_length.y"	"aberrational_genes"	"proportion_aberrational"	"proportion_of_cohort_w_aberrational_gene_in_path"	"Num_patient_with_aberrational_gene_.s._in_path"	"count_of_aberrational_genes_in_path_cross_cohort"	"max_in_one_gene"	"min_in_one_gene"	"hyperg_p_value"	"hyperg_p_w_FDR"
"149"	"Signaling by SCF-KIT"	144	144	49	0.340277777777778	144	144	46	0.319444444444444	0.736842105263158	42	82	15	0	0.00283403320902986	0.365310435994951
"857"	"Integrin cell surface interactions"	66	66	2	0.0303030303030303	66	66	24	0.363636363636364	0.333333333333333	19	27	2	0	0.00312919130380573	0.398874943752222
"183"	"EPH-Ephrin signaling"	94	94	29	0.308510638297872	94	94	32	0.340425531914894	0.43859649122807	25	43	4	0	0.00323416252567854	0.407725241894749
"64"	"Sema3A PAK dependent Axon repulsion"	16	16	7	0.4375	16	16	8	0.5	0.140350877192982	8	8	1	0	0.00338338912548575	0.417365119887731
"539"	"PKA activation"	16	16	2	0.125	16	16	8	0.5	0.157894736842105	9	10	3	0	0.00338338912548575	0.417365119887731
"856"	"Stimuli-sensing channels"	98	98	3	0.0306122448979592	98	98	33	0.336734693877551	0.421052631578947	24	47	5	0	0.00351595770234125	0.429104371507292
"760"	"Transmembrane transport of small molecules"	618	618	32	0.0517799352750809	618	618	165	0.266990291262136	0.929824561403509	53	205	5	0	0.00375160772856575	0.453044609456797
"23"	"EPHA-mediated growth cone collapse"	34	34	18	0.529411764705882	34	34	14	0.411764705882353	0.280701754385965	16	23	4	0	0.00393125092263635	0.469793152527743
"384"	"DAG and IP3 signaling"	31	31	6	0.193548387096774	31	31	13	0.419354838709677	0.280701754385965	16	19	3	0	0.00407957528790126	0.482492279939906
"807"	"TRP channels"	25	25	1	0.04	25	25	11	0.44	0.192982456140351	11	15	2	0	0.00418596464674104	0.48496327650539
"896"	"Potassium Channels"	99	99	2	0.0202020202020202	99	99	33	0.333333333333333	0.43859649122807	25	41	3	0	0.00422728669244399	0.48496327650539
"814"	"Assembly of collagen fibrils and other multimeric structures"	54	54	2	0.037037037037037	54	54	20	0.37037037037037	0.350877192982456	20	37	5	0	0.00454722746295544	0.511438783196436
"869"	"Elastic fibre formation"	41	41	1	0.024390243902439	41	41	16	0.390243902439024	0.280701754385965	16	22	3	0	0.00480776140617567	0.535491809953974
"337"	"SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion"	14	14	3	0.214285714285714	14	14	7	0.5	0.105263157894737	6	7	1	0	0.00505765087997079	0.557908089983761
"744"	"Integration of energy metabolism"	104	104	6	0.0576923076923077	104	104	34	0.326923076923077	0.491228070175439	28	46	3	0	0.00540022902137238	0.590024479084869
"165"	"Regulation of gene expression by Hypoxia-inducible Factor"	9	9	3	0.333333333333333	9	9	5	0.555555555555556	0.228070175438596	13	13	8	0	0.00560113527691675	0.600536536353095
"303"	"Ras activation uopn Ca2+ infux through NMDA receptor"	17	17	4	0.235294117647059	17	17	8	0.470588235294118	0.12280701754386	7	8	1	0	0.0057731369376457	0.602096807692777
"567"	"PKA-mediated phosphorylation of CREB"	17	17	2	0.117647058823529	17	17	8	0.470588235294118	0.157894736842105	9	10	3	0	0.0057731369376457	0.602096807692777
"817"	"ECM proteoglycans"	55	55	2	0.0363636363636364	55	55	20	0.363636363636364	0.280701754385965	16	26	3	0	0.00583352170976736	0.602913475068102
"796"	"NRAGE signals death through JNK"	45	45	2	0.0444444444444444	45	45	17	0.377777777777778	0.228070175438596	13	21	2	0	0.00591452643772539	0.603870545995247
"556"	"p75 NTR receptor-mediated signalling"	83	83	10	0.120481927710843	83	83	28	0.337349397590361	0.298245614035088	17	34	2	0	0.00600708650232473	0.603870545995247
"385"	"CaM pathway"	26	26	5	0.192307692307692	26	26	11	0.423076923076923	0.228070175438596	13	15	3	0	0.00621124562440789	0.603870545995247
"386"	"Calmodulin induced events"	26	26	5	0.192307692307692	26	26	11	0.423076923076923	0.228070175438596	13	15	3	0	0.00621124562440789	0.603870545995247
"109"	"Signaling by Interleukins"	109	109	41	0.376146788990826	109	109	35	0.321100917431193	0.543859649122807	31	57	15	0	0.00676204495571753	0.646463424451264
"245"	"Signaling by ERBB4"	154	154	42	0.272727272727273	154	154	47	0.305194805194805	0.701754385964912	40	78	15	0	0.00698003328113472	0.661788587942657
"246"	"Synthesis of PIPs at the plasma membrane"	33	33	9	0.272727272727273	33	33	13	0.393939393939394	0.456140350877193	26	34	15	0	0.00800608874475039	0.728948766560539
"341"	"PLC-gamma1 signalling"	33	33	7	0.212121212121212	33	33	13	0.393939393939394	0.280701754385965	16	19	3	0	0.00800608874475039	0.728948766560539
"406"	"Platelet activation, signaling and aggregation"	221	221	39	0.176470588235294	221	221	64	0.289592760180996	0.824561403508772	47	118	22	0	0.00840789925723051	0.753613638460621
"440"	"Cytokine Signaling in Immune system"	308	308	51	0.165584415584416	308	308	86	0.279220779220779	0.754385964912281	43	116	15	0	0.00848788101705433	0.754843158968422
"859"	"Ion channel transport"	167	167	5	0.029940119760479	167	167	50	0.29940119760479	0.543859649122807	31	66	5	0	0.00855918991861793	0.755329525525806
"269"	"CREB phosphorylation through the activation of CaMKII"	15	15	4	0.266666666666667	15	15	7	0.466666666666667	0.105263157894737	6	7	1	0	0.00872943189563791	0.758680987203249
"270"	"Constitutive Signaling by EGFRvIII"	15	15	4	0.266666666666667	15	15	7	0.466666666666667	0.333333333333333	19	23	15	0	0.00872943189563791	0.758680987203249
"58"	"CREB phosphorylation through the activation of Ras"	27	27	12	0.444444444444444	27	27	11	0.407407407407407	0.175438596491228	10	13	3	0	0.0089379316039131	0.770961226267656
"431"	"REV-ERBA represses gene expression"	24	24	4	0.166666666666667	24	24	10	0.416666666666667	0.280701754385965	16	21	8	0	0.00926330472033454	0.788494909030979
"590"	"Norepinephrine Neurotransmitter Release Cycle"	18	18	2	0.111111111111111	18	18	8	0.444444444444444	0.140350877192982	8	10	3	0	0.00927866534768174	0.788494909030979
"47"	"Signal transduction by L1"	21	21	10	0.476190476190476	21	21	9	0.428571428571429	0.192982456140351	11	12	3	0	0.0094099671588882	0.793773050644625
"211"	"GAB1 signalosome"	104	104	30	0.288461538461538	104	104	33	0.317307692307692	0.631578947368421	36	61	15	0	0.00986945997995448	0.826456450975472
"43"	"Interleukin-2 signaling"	47	47	23	0.48936170212766	47	47	17	0.361702127659574	0.43859649122807	25	35	15	0	0.00994981606591483	0.827147795719745
"296"	"Platelet Aggregation (Plug Formation)"	37	37	9	0.243243243243243	37	37	14	0.378378378378378	0.263157894736842	15	18	3	0	0.0100253261539918	0.827429233968524
"90"	"PKA-mediated phosphorylation of key metabolic factors"	5	5	2	0.4	5	5	3	0.6	0.0526315789473684	3	3	1	0	0.0103232979384587	0.839936587939244
"170"	"betaKlotho-mediated ligand binding"	3	3	1	0.333333333333333	3	3	2	0.666666666666667	0.0350877192982456	2	2	1	0	0.0112370530989825	0.85748121768373
"193"	"Netrin mediated repulsion signals"	10	10	3	0.3	10	10	5	0.5	0.12280701754386	7	7	3	0	0.0113611175454686	0.85748121768373
"634"	"IRAK2 mediated activation of TAK1 complex"	10	10	1	0.1	10	10	5	0.5	0.105263157894737	6	6	2	0	0.0113611175454686	0.85748121768373
"635"	"IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation"	10	10	1	0.1	10	10	5	0.5	0.105263157894737	6	6	2	0	0.0113611175454686	0.85748121768373
"127"	"EPHB-mediated forward signaling"	41	41	15	0.365853658536585	41	41	15	0.365853658536585	0.263157894736842	15	18	2	0	0.01204019894842	0.902795494586308
"98"	"Interleukin receptor SHC signaling"	28	28	11	0.392857142857143	28	28	11	0.392857142857143	0.368421052631579	21	27	15	0	0.0125117315748481	0.932059953006743
"110"	"EPH-ephrin mediated repulsion of cells"	48	48	18	0.375	48	48	17	0.354166666666667	0.280701754385965	16	21	2	0	0.0126611966175728	0.937109208824464
"343"	"Apoptotic cleavage of cellular proteins"	38	38	8	0.210526315789474	38	38	14	0.368421052631579	0.245614035087719	14	23	5	0	0.0132059925786439	0.968389359608265
"444"	"RORA activates circadian gene expression"	25	25	4	0.16	25	25	10	0.4	0.280701754385965	16	21	8	0	0.0132526433495866	0.968389359608265
"73"	"Interleukin-3, 5 and GM-CSF signaling"	45	45	19	0.422222222222222	45	45	16	0.355555555555556	0.43859649122807	25	32	15	0	0.0140141465486703	1
"344"	"Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants"	19	19	4	0.210526315789474	19	19	8	0.421052631578947	0.333333333333333	19	24	15	0	0.0141787613844924	1
"345"	"Signaling by FGFR1 fusion mutants"	19	19	4	0.210526315789474	19	19	8	0.421052631578947	0.368421052631579	21	26	15	0	0.0141787613844924	1
"411"	"Apoptotic execution  phase"	52	52	9	0.173076923076923	52	52	18	0.346153846153846	0.263157894736842	15	28	5	0	0.0143187735061594	1
"604"	"Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)"	114	114	12	0.105263157894737	114	114	35	0.307017543859649	0.456140350877193	26	51	8	0	0.014448004110766	1
"810"	"Regulation of insulin secretion"	77	77	3	0.038961038961039	77	77	25	0.324675324675325	0.403508771929825	23	34	3	0	0.0144849140575716	1
"227"	"PI3K/AKT activation"	103	103	29	0.281553398058252	103	103	32	0.310679611650485	0.614035087719298	35	60	15	0	0.0149671733389436	1
"778"	"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion"	42	42	2	0.0476190476190476	42	42	15	0.357142857142857	0.245614035087719	14	19	3	0	0.0154975782328285	1
"49"	"CD28 co-stimulation"	32	32	15	0.46875	32	32	12	0.375	0.403508771929825	23	28	15	0	0.0157461049732806	1
"67"	"GPVI-mediated activation cascade"	49	49	21	0.428571428571429	49	49	17	0.346938775510204	0.43859649122807	25	33	15	0	0.0159227011537433	1
"599"	"PPARA activates gene expression"	111	111	12	0.108108108108108	111	111	34	0.306306306306306	0.43859649122807	25	49	8	0	0.0160977500457162	1
"230"	"PI-3K cascade"	100	100	28	0.28	100	100	31	0.31	0.614035087719298	35	59	15	0	0.0166984769000693	1
"231"	"PI3K events in ERBB2 signaling"	100	100	28	0.28	100	100	31	0.31	0.614035087719298	35	59	15	0	0.0166984769000693	1
"232"	"PI3K events in ERBB4 signaling"	100	100	28	0.28	100	100	31	0.31	0.614035087719298	35	59	15	0	0.0166984769000693	1
"233"	"PI3K/AKT Signaling in Cancer"	100	100	28	0.28	100	100	31	0.31	0.614035087719298	35	59	15	0	0.0166984769000693	1
"234"	"PIP3 activates AKT signaling"	100	100	28	0.28	100	100	31	0.31	0.614035087719298	35	59	15	0	0.0166984769000693	1
"117"	"Organic cation transport"	8	8	3	0.375	8	8	4	0.5	0.105263157894737	6	6	2	0	0.0170452760005148	1
"535"	"Downregulation of ERBB4 signaling"	8	8	1	0.125	8	8	4	0.5	0.105263157894737	6	6	2	0	0.0170452760005148	1
"720"	"Translocation of GLUT4 to the plasma membrane"	60	60	4	0.0666666666666667	60	60	20	0.333333333333333	0.333333333333333	19	27	3	0	0.0174378139071834	1
"105"	"VEGFR2 mediated vascular permeability"	26	26	10	0.384615384615385	26	26	10	0.384615384615385	0.157894736842105	9	11	2	0	0.0184163350147177	1
"510"	"Transcriptional activation of mitochondrial biogenesis"	43	43	6	0.13953488372093	43	43	15	0.348837209302326	0.228070175438596	13	19	3	0	0.0196752258857503	1
"242"	"Condensation of Prometaphase Chromosomes"	11	11	3	0.272727272727273	11	11	5	0.454545454545455	0.12280701754386	7	7	2	0	0.0203053020574806	1
"765"	"Platelet degranulation"	79	79	4	0.0506329113924051	79	79	25	0.316455696202532	0.578947368421053	33	51	22	0	0.0203441217963534	1
"735"	"Glucagon signaling in metabolic regulation"	33	33	2	0.0606060606060606	33	33	12	0.363636363636364	0.210526315789474	12	14	3	0	0.020777115521825	1
"841"	"Cell death signalling via NRAGE, NRIF and NADE"	61	61	2	0.0327868852459016	61	61	20	0.327868852459016	0.228070175438596	13	24	2	0	0.0211292408006737	1
"133"	"Activation of Rac"	14	14	5	0.357142857142857	14	14	6	0.428571428571429	0.12280701754386	7	8	2	0	0.0214804083646076	1
"472"	"Glycogen breakdown (glycogenolysis)"	14	14	2	0.142857142857143	14	14	6	0.428571428571429	0.105263157894737	6	6	1	0	0.0214804083646076	1
"705"	"Mitotic Telophase/Cytokinesis"	14	14	1	0.0714285714285714	14	14	6	0.428571428571429	0.140350877192982	8	8	3	0	0.0214804083646076	1
"362"	"Phospholipase C-mediated cascade"	54	54	11	0.203703703703704	54	54	18	0.333333333333333	0.385964912280702	22	28	5	0	0.021786878162767	1
"953"	"Rho GTPase cycle"	121	121	1	0.00826446280991736	121	121	36	0.297520661157025	0.350877192982456	20	43	2	0	0.0222533007216114	1
"954"	"Signaling by Rho GTPases"	121	121	1	0.00826446280991736	121	121	36	0.297520661157025	0.350877192982456	20	43	2	0	0.0222533007216114	1
"423"	"Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity"	30	30	5	0.166666666666667	30	30	11	0.366666666666667	0.210526315789474	12	16	3	0	0.0228036876678388	1
"438"	"Trafficking of AMPA receptors"	30	30	5	0.166666666666667	30	30	11	0.366666666666667	0.210526315789474	12	16	3	0	0.0228036876678388	1
"832"	"Activated NOTCH1 Transmits Signal to the Nucleus"	30	30	1	0.0333333333333333	30	30	11	0.366666666666667	0.175438596491228	10	16	4	0	0.0228036876678388	1
"669"	"Opioid Signalling"	80	80	7	0.0875	80	80	25	0.3125	0.43859649122807	25	35	3	0	0.0238973714047419	1
"383"	"PI Metabolism"	51	51	10	0.196078431372549	51	51	17	0.333333333333333	0.508771929824561	29	39	15	0	0.0243687024720257	1
"297"	"Hedgehog 'off' state"	99	99	24	0.242424242424242	99	99	30	0.303030303030303	0.421052631578947	24	34	3	0	0.0248627054446806	1
"816"	"Kinesins"	27	27	1	0.037037037037037	27	27	10	0.37037037037037	0.157894736842105	9	11	2	0	0.024932737359646	1
"737"	"Response to elevated platelet cytosolic Ca2+"	84	84	5	0.0595238095238095	84	84	26	0.30952380952381	0.578947368421053	33	54	22	0	0.0249604703273987	1
"425"	"IRF3 mediated activation of type 1 IFN"	6	6	1	0.166666666666667	6	6	3	0.5	0.0526315789473684	3	3	1	0	0.0254777936895478	1
"16"	"GRB2 events in EGFR signaling"	21	21	12	0.571428571428571	21	21	8	0.380952380952381	0.175438596491228	10	11	3	0	0.0292571550538244	1
"387"	"Mitochondrial biogenesis"	52	52	10	0.192307692307692	52	52	17	0.326923076923077	0.228070175438596	13	21	3	0	0.0296892531010136	1
"722"	"Mitotic Prometaphase"	108	108	7	0.0648148148148148	108	108	32	0.296296296296296	0.403508771929825	23	36	2	0	0.0299494929071266	1
"37"	"Regulation of signaling by CBL"	18	18	9	0.5	18	18	7	0.388888888888889	0.350877192982456	20	23	15	0	0.0311966624853077	1
"595"	"cGMP effects"	18	18	2	0.111111111111111	18	18	7	0.388888888888889	0.140350877192982	8	9	2	0	0.0311966624853077	1
"11"	"ERK2 activation"	9	9	6	0.666666666666667	9	9	4	0.444444444444444	0.087719298245614	5	6	3	0	0.0313504519050123	1
"61"	"Nef and signal transduction"	9	9	4	0.444444444444444	9	9	4	0.444444444444444	0.0701754385964912	4	4	1	0	0.0313504519050123	1
"318"	"Role of Abl in Robo-Slit signaling"	9	9	2	0.222222222222222	9	9	4	0.444444444444444	0.12280701754386	7	7	2	0	0.0313504519050123	1
"718"	"Regulation of innate immune responses to cytosolic DNA"	15	15	1	0.0666666666666667	15	15	6	0.4	0.105263157894737	6	7	2	0	0.0326375127749561	1
"7"	"ERK activation"	12	12	9	0.75	12	12	5	0.416666666666667	0.105263157894737	6	7	3	0	0.0330360927684101	1
"286"	"ERKs are inactivated"	12	12	3	0.25	12	12	5	0.416666666666667	0.105263157894737	6	7	3	0	0.0330360927684101	1
"894"	"Muscle contraction"	49	49	1	0.0204081632653061	49	49	16	0.326530612244898	0.473684210526316	27	40	22	0	0.0332976056166822	1
"834"	"Cell-cell junction organization"	60	60	2	0.0333333333333333	60	60	19	0.316666666666667	0.403508771929825	23	27	3	0	0.0339749695347661	1
"235"	"Fc epsilon receptor (FCERI) signaling"	212	212	59	0.278301886792453	212	212	58	0.273584905660377	0.684210526315789	39	95	15	0	0.0354499452348412	1
"666"	"Factors involved in megakaryocyte development and platelet production"	125	125	11	0.088	125	125	36	0.288	0.456140350877193	26	46	8	0	0.0361449414679799	1
"766"	"Platelet homeostasis"	79	79	4	0.0506329113924051	79	79	24	0.30379746835443	0.350877192982456	20	31	3	0	0.0362694280530599	1
"686"	"Nitric oxide stimulates guanylate cyclase"	25	25	2	0.08	25	25	9	0.36	0.140350877192982	8	11	2	0	0.0363556073525202	1
"312"	"Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants"	57	57	13	0.228070175438596	57	57	18	0.315789473684211	0.385964912280702	22	34	8	0	0.0381391303246463	1
"313"	"Constitutive Signaling by NOTCH1 PEST Domain Mutants"	57	57	13	0.228070175438596	57	57	18	0.315789473684211	0.385964912280702	22	34	8	0	0.0381391303246463	1
"50"	"SHC1 events in ERBB2 signaling"	32	32	15	0.46875	32	32	11	0.34375	0.228070175438596	13	15	3	0	0.0382612104846999	1
"865"	"Glycosphingolipid metabolism"	39	39	1	0.0256410256410256	39	39	13	0.333333333333333	0.157894736842105	9	14	2	0	0.038336195182251	1
"350"	"FBXW7 Mutants and NOTCH1 in Cancer"	72	72	15	0.208333333333333	72	72	22	0.305555555555556	0.403508771929825	23	39	8	0	0.0391543007537323	1
"355"	"Signaling by NOTCH1"	72	72	15	0.208333333333333	72	72	22	0.305555555555556	0.403508771929825	23	39	8	0	0.0391543007537323	1
"356"	"Signaling by NOTCH1 HD Domain Mutants in Cancer"	72	72	15	0.208333333333333	72	72	22	0.305555555555556	0.403508771929825	23	39	8	0	0.0391543007537323	1
"357"	"Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer"	72	72	15	0.208333333333333	72	72	22	0.305555555555556	0.403508771929825	23	39	8	0	0.0391543007537323	1
"358"	"Signaling by NOTCH1 PEST Domain Mutants in Cancer"	72	72	15	0.208333333333333	72	72	22	0.305555555555556	0.403508771929825	23	39	8	0	0.0391543007537323	1
"359"	"Signaling by NOTCH1 in Cancer"	72	72	15	0.208333333333333	72	72	22	0.305555555555556	0.403508771929825	23	39	8	0	0.0391543007537323	1
"360"	"Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant"	72	72	15	0.208333333333333	72	72	22	0.305555555555556	0.403508771929825	23	39	8	0	0.0391543007537323	1
"19"	"SHC1 events in EGFR signaling"	22	22	12	0.545454545454545	22	22	8	0.363636363636364	0.175438596491228	10	11	3	0	0.0399262473356459	1
"795"	"Smooth Muscle Contraction"	22	22	1	0.0454545454545455	22	22	8	0.363636363636364	0.157894736842105	9	10	2	0	0.0399262473356459	1
"515"	"YAP1- and WWTR1 (TAZ)-stimulated gene expression"	29	29	4	0.137931034482759	29	29	10	0.344827586206897	0.192982456140351	11	13	3	0	0.0426782531792795	1
"25"	"Ephrin signaling"	19	19	10	0.526315789473684	19	19	7	0.368421052631579	0.140350877192982	8	8	2	0	0.0435733178313553	1
"670"	"Interferon gamma signaling"	92	92	8	0.0869565217391304	92	92	27	0.293478260869565	0.421052631578947	24	32	3	0	0.0451215249972707	1
"32"	"JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1"	16	16	8	0.5	16	16	6	0.375	0.105263157894737	6	7	2	0	0.0470746535265296	1
"392"	"Polo-like kinase mediated events"	16	16	3	0.1875	16	16	6	0.375	0.228070175438596	13	14	8	0	0.0470746535265296	1
"543"	"STING mediated induction of host immune responses"	16	16	2	0.125	16	16	6	0.375	0.087719298245614	5	6	1	0	0.0470746535265296	1
"726"	"Cell-extracellular matrix interactions"	16	16	1	0.0625	16	16	6	0.375	0.12280701754386	7	9	3	0	0.0470746535265296	1
"732"	"Trafficking of GluR2-containing AMPA receptors"	16	16	1	0.0625	16	16	6	0.375	0.157894736842105	9	10	3	0	0.0470746535265296	1
"175"	"Interleukin-1 signaling"	40	40	13	0.325	40	40	13	0.325	0.210526315789474	12	14	2	0	0.0472091381299944	1
"692"	"EGFR downregulation"	26	26	2	0.0769230769230769	26	26	9	0.346153846153846	0.157894736842105	9	10	2	0	0.0475676525636466	1
"179"	"G-protein beta:gamma signalling"	51	51	16	0.313725490196078	51	51	16	0.313725490196078	0.403508771929825	23	32	15	0	0.0481901872728105	1
"554"	"Nuclear Pore Complex (NPC) Disassembly"	33	33	4	0.121212121212121	33	33	11	0.333333333333333	0.105263157894737	6	12	2	0	0.0482521218920569	1
"453"	"Advanced glycosylation endproduct receptor signaling"	13	13	2	0.153846153846154	13	13	5	0.384615384615385	0.087719298245614	5	7	3	0	0.0499792897507996	1
